player_id,player_name,team,nationality,position,sources
42376,Albert Rafetraniaina,OGC Nice,Madagascar,Right Center Midfield,"[""statsbomb_open_data""]"
26159,Albert Riera Ortega,Espanyol,Spain,Left Midfield,"[""statsbomb_open_data""]"
142786,Alberte Vingum Andersen,Denmark Women's,Denmark,,"[""statsbomb_open_data""]"
12588,Alberth Josué Elis Martínez,Bordeaux,Honduras,Right Wing,"[""statsbomb_open_data""]"
6920,Alberto Aquilani,Las Palmas,Italy,Left Defensive Midfield,"[""statsbomb_open_data""]"
398158,Alberto Baeza Mena,Mexico,Mexico,,"[""statsbomb_open_data""]"
26638,Alberto Botía Rabasco,Barcelona,Spain,Right Center Back,"[""statsbomb_open_data""]"
7804,Alberto Brignoli,Leganés,Italy,Goalkeeper,"[""statsbomb_open_data""]"
6879,Alberto Bueno Calvo,Rayo Vallecano,Spain,Center Attacking Midfield,"[""statsbomb_open_data""]"
398603,Alberto César Tarantini,River Plate,Argentina,Left Back,"[""statsbomb_open_data""]"
6674,Alberto De La Bella Madureño,Real Sociedad,Spain,Left Back,"[""statsbomb_open_data""]"
26728,Alberto Facundo Costa,Genoa,Argentina,Right Defensive Midfield,"[""statsbomb_open_data""]"
398862,Alberto Gallardo,Peru,Peru,Left Midfield,"[""statsbomb_open_data""]"
11537,Alberto García Cabrera,Rayo Vallecano,Spain,Goalkeeper,"[""statsbomb_open_data""]"
38389,Alberto Gilardino,AC Milan,Italy,Center Forward,"[""statsbomb_open_data""]"
6952,Alberto Grassi,Atalanta,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
24318,Alberto Guitián Ceballos,Sporting Gijón,Spain,Right Center Back,"[""statsbomb_open_data""]"
397651,Alberto Gómez,Uruguay,Uruguay,,"[""statsbomb_open_data""]"
5532,Alberto Junior Rodríguez Valdelomar,Peru,Peru,Left Center Back,"[""statsbomb_open_data""]"
26107,Alberto Lopo García,RC Deportivo La Coruña,Spain,Right Center Back,"[""statsbomb_open_data""]"
26633,Alberto Lora Ramos,Sporting Gijón,Spain,Right Back,"[""statsbomb_open_data""]"
26187,Alberto López Fernández,Real Valladolid,Spain,Goalkeeper,"[""statsbomb_open_data""]"
148129,Alberto Manuel Domínguez Rivas,Getafe,Spain,,"[""statsbomb_open_data""]"
26188,Alberto Marcos Rey,Real Valladolid,Spain,Left Back,"[""statsbomb_open_data""]"
24704,Alberto Martín Romo García Adámez,Leganés,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
26690,Alberto Mateus Contreiras Gonçalves,Real Valladolid,Angola,Center Forward,"[""statsbomb_open_data""]"
3515,Alberto Moreno Pérez,Liverpool,Spain,Left Back,"[""statsbomb_open_data""]"
26571,Alberto Noguera Ripoll,Goa,Spain,Right Center Forward,"[""statsbomb_open_data""]"
6950,Alberto Paloschi,Swansea City,Italy,Center Forward,"[""statsbomb_open_data""]"
40332,Alberto Pelagotti,Empoli,Italy,Goalkeeper,"[""statsbomb_open_data""]"
23811,Alberto Perea Correoso,Cádiz,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
45497,Alberto Picchi,Empoli,Italy,,"[""statsbomb_open_data""]"
35666,Alberto Pomini,Sassuolo,Italy,,"[""statsbomb_open_data""]"
25893,Alberto Rivera Pizarro,Elche,Spain,Center Attacking Midfield,"[""statsbomb_open_data""]"
30419,Alberto Rodríguez Baró,Deportivo Alavés,Spain,Right Center Back,"[""statsbomb_open_data""]"
24037,Alberto Soro Álvarez,Granada,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
24520,Alberto Zapater Arjol,Real Zaragoza,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
29001,Albian Afrim Ajeti,Augsburg,Switzerland,Right Defensive Midfield,"[""statsbomb_open_data""]"
5624,Albin Ekdal,Sweden,Sweden,Left Defensive Midfield,"[""statsbomb_open_data""]"
163346,Albino Gomes,Kerala Blasters,India,Goalkeeper,"[""statsbomb_open_data""]"
38632,Aldair Nascimento dos Santos,Brazil,Brazil,,"[""statsbomb_open_data""]"
25634,Aldana Cometti,Argentina Women's,Argentina,Left Center Back,"[""statsbomb_open_data""]"
39786,Aldo Firicano,Fiorentina,Italy,Left Center Back,"[""statsbomb_open_data""]"
135848,Aldo Geraldo Manuel Monteiro,Angola,Angola,,"[""statsbomb_open_data""]"
7225,Aldo Kalulu Kyatengwa,Lyon,France,Right Center Midfield,"[""statsbomb_open_data""]"
26489,Aldo Pedro Duscher,Racing Santander,Argentina,Right Defensive Midfield,"[""statsbomb_open_data""]"
398080,Aldo Poy,Argentina,Argentina,,"[""statsbomb_open_data""]"
35009,Aldo Sebastián Corzo Chávez,Peru,Peru,Right Center Back,"[""statsbomb_open_data""]"
398842,Aldo Serena,Juventus,Italy,Right Center Forward,"[""statsbomb_open_data""]"
359388,Aldrith Ivana Quintero Humphries,Panama Women's,Panama,Left Defensive Midfield,"[""statsbomb_open_data""]"
7462,Aleandro Rosi,Frosinone,Italy,Right Back,"[""statsbomb_open_data""]"
45086,Alec Georgen,Paris Saint-Germain,France,,"[""statsbomb_open_data""]"
21635,Alec Kann,Cincinnati,United States of America,,"[""statsbomb_open_data""]"
23986,Aleix Febas Pérez,Mallorca,Spain,Right Center Forward,"[""statsbomb_open_data""]"
6888,Aleix García Serrano,Girona,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
6400,Aleix Vidal Parreu,Sevilla,Spain,Right Wing,"[""statsbomb_open_data""]"
24191,Alejandro Alfaro Ligero,Mallorca,Spain,Left Center Forward,"[""statsbomb_open_data""]"
6869,Alejandro Arribas Garrido,Osasuna,Spain,Left Center Back,"[""statsbomb_open_data""]"
41115,Alejandro Baena Rodríguez,Villarreal,Spain,Center Attacking Midfield,"[""statsbomb_open_data""]"
136417,Alejandro Balboa Bandeira,Equatorial Guinea,Equatorial Guinea,Left Defensive Midfield,"[""statsbomb_open_data""]"
39161,Alejandro Balde Martínez,Spain,Spain,Left Back,"[""statsbomb_open_data""]"
25057,Alejandro Barrera García,Sporting Gijón,Spain,Left Wing,"[""statsbomb_open_data""]"
12351,Alejandro Bedoya,Nantes,United States of America,Left Wing,"[""statsbomb_open_data""]"
7478,Alejandro Berenguer Remiro,Osasuna,Spain,Left Midfield,"[""statsbomb_open_data""]"
23806,Alejandro Bergantiños García,RC Deportivo La Coruña,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
25005,Alejandro Blanco Sánchez,Valencia,Spain,Right Midfield,"[""statsbomb_open_data""]"
25990,Alejandro Campano Hernando,Mallorca,Spain,Left Defensive Midfield,"[""statsbomb_open_data""]"
197526,Alejandro Campos Tablado,Rayo Vallecano,Spain,,"[""statsbomb_open_data""]"
114272,Alejandro Cantero Sánchez,Levante UD,Spain,,"[""statsbomb_open_data""]"
24194,Alejandro Carbonell Vallés,Barcelona,Spain,,"[""statsbomb_open_data""]"
25977,Alejandro Castro Fernández,Deportivo Alavés,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
26646,Alejandro Damián Domínguez,Valencia,Argentina,Center Forward,"[""statsbomb_open_data""]"
7006,Alejandro Darío Gómez,Sevilla,Argentina,Right Wing,"[""statsbomb_open_data""]"
27204,Alejandro Felip Selma,Getafe,Spain,Left Defensive Midfield,"[""statsbomb_open_data""]"
23967,Alejandro Fernández Iglesias,Cádiz,Spain,Left Midfield,"[""statsbomb_open_data""]"
11673,Alejandro Gallar Falguera,Huesca,Spain,Right Midfield,"[""statsbomb_open_data""]"
52129,Alejandro Garnacho Ferreyra,Argentina,Argentina,Left Wing,"[""statsbomb_open_data""]"
6570,Alejandro Granell Nogué,Girona,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
10336,Alejandro Grimaldo García,Bayer Leverkusen,Spain,Left Wing Back,"[""statsbomb_open_data""]"
6924,Alejandro Gálvez Jimena,Rayo Vallecano,Spain,Center Back,"[""statsbomb_open_data""]"
132755,Alejandro Jesús Bran Flores,Costa Rica,Costa Rica,Center Defensive Midfield,"[""statsbomb_open_data""]"
27200,Alejandro López Sánchez,Celta Vigo,Spain,Center Attacking Midfield,"[""statsbomb_open_data""]"
26514,Alejandro Marañón Pérez,Real Murcia CF,Spain,Left Center Back,"[""statsbomb_open_data""]"
25022,Alejandro Martínez Sánchez,Real Betis,Spain,Left Back,"[""statsbomb_open_data""]"
23994,Alejandro Menéndez Díez,Sporting Gijón,Spain,Left Wing,"[""statsbomb_open_data""]"
6558,Alejandro Miguel Mula Sanchez,Málaga,Spain,,"[""statsbomb_open_data""]"
22822,Alejandro Miguel Rodriguez,Sampdoria,Spain,Right Center Forward,"[""statsbomb_open_data""]"
11538,Alejandro Moreno Lopera,Rayo Vallecano,Spain,Left Wing Back,"[""statsbomb_open_data""]"
42283,Alejandro Pachón Párraga,Girona,Spain,,"[""statsbomb_open_data""]"
24613,Alejandro Pozo Pozo,Mallorca,Spain,Right Back,"[""statsbomb_open_data""]"
16558,Alejandro Pozuelo Melero,Rayo Vallecano,Spain,Right Center Forward,"[""statsbomb_open_data""]"
32185,Alejandro Remiro Gargallo,Athletic Club,Spain,Goalkeeper,"[""statsbomb_open_data""]"
8789,Alejandro Robles García,Málaga,Spain,,"[""statsbomb_open_data""]"
12758,Alejandro Romero Gamarra,Paraguay,Paraguay,Center Attacking Midfield,"[""statsbomb_open_data""]"
25959,Alejandro Varela López,Cádiz,Spain,Right Back,"[""statsbomb_open_data""]"
3969,Aleksandar Dragović,Austria,Austria,Right Center Back,"[""statsbomb_open_data""]"
9134,Aleksandar Ignjovski,Eintracht Frankfurt,Serbia,Right Back,"[""statsbomb_open_data""]"
6903,Aleksandar Katai,Deportivo Alavés,Serbia,Right Midfield,"[""statsbomb_open_data""]"
5596,Aleksandar Kolarov,Manchester City,Serbia,Left Back,"[""statsbomb_open_data""]"
4269,Aleksandar Mitrović,Newcastle United,Serbia,Center Forward,"[""statsbomb_open_data""]"
27239,Aleksandar Pantić,Córdoba CF,Serbia,Left Center Back,"[""statsbomb_open_data""]"
140589,Aleksandar Pavlović,Bayern Munich,Germany,Right Defensive Midfield,"[""statsbomb_open_data""]"
40431,Aleksandar Pešić,Toulouse,Serbia,Center Forward,"[""statsbomb_open_data""]"
5583,Aleksandar Prijović,Serbia,Serbia,Center Forward,"[""statsbomb_open_data""]"
8689,Aleksandar Sedlar,Mallorca,Serbia,,"[""statsbomb_open_data""]"
9898,Aleksandar Tonev,Frosinone,Bulgaria,Right Midfield,"[""statsbomb_open_data""]"
30512,Aleksandar Trajkovski,Mallorca,"Macedonia, Republic of",Left Center Forward,"[""statsbomb_open_data""]"
397959,Aleksander Vencel,Czechoslovakia,Slovakia,,"[""statsbomb_open_data""]"
6354,Aleksandr Erokhin,Russia,Russia,Center Defensive Midfield,"[""statsbomb_open_data""]"
5177,Aleksandr Golovin,Russia,Russia,Center Attacking Midfield,"[""statsbomb_open_data""]"
397984,Aleksandr Golovnya,Soviet Union U20,Belarus,,"[""statsbomb_open_data""]"
397974,Aleksandr Polukarov,Soviet Union U20,Russia,Left Back,"[""statsbomb_open_data""]"
5182,Aleksandr Samedov,Russia,Russia,Right Midfield,"[""statsbomb_open_data""]"
38178,Aleksandr Sobolev,Russia,Russia,Center Forward,"[""statsbomb_open_data""]"
34589,Aleksey Ionov,Russia,Russia,,"[""statsbomb_open_data""]"
6299,Aleksey Miranchuk,Russia,Russia,Left Center Midfield,"[""statsbomb_open_data""]"
6926,Alen Halilović,Sporting Gijón,Croatia,Center Attacking Midfield,"[""statsbomb_open_data""]"
24222,Alen Stevanović,Torino,Serbia,,"[""statsbomb_open_data""]"
39833,Alessandro Altobelli,Juventus,Italy,Center Forward,"[""statsbomb_open_data""]"
7480,Alessandro Bastoni,Italy,Italy,Left Center Back,"[""statsbomb_open_data""]"
23221,Alessandro Buongiorno,Italy,Italy,,"[""statsbomb_open_data""]"
38316,Alessandro Confente,Chievo,Italy,,"[""statsbomb_open_data""]"
19847,Alessandro Diamanti,Watford,Italy,Right Back,"[""statsbomb_open_data""]"
6964,Alessandro Florenzi,Italy,Italy,Right Back,"[""statsbomb_open_data""]"
386512,Alessandro Frara,Frosinone,Italy,Right Midfield,"[""statsbomb_open_data""]"
7052,Alessandro Gamberini,Chievo,Italy,Right Center Back,"[""statsbomb_open_data""]"
40351,Alessandro Gazzi,Torino,Italy,Center Defensive Midfield,"[""statsbomb_open_data""]"
400084,Alessandro Giacomel,Empoli,Italy,,"[""statsbomb_open_data""]"
134055,Alessandro Livieri,AC Milan,Italy,,"[""statsbomb_open_data""]"
387420,Alessandro Longhi,Sassuolo,Italy,Left Back,"[""statsbomb_open_data""]"
8296,Alessandro Matri,AC Milan,Italy,Right Wing,"[""statsbomb_open_data""]"
7783,Alessandro Murgia,Lazio,Italy,,"[""statsbomb_open_data""]"
15778,Alessandro Nesta,AC Milan,Italy,Left Center Back,"[""statsbomb_open_data""]"
39788,Alessandro Pierini,Fiorentina,Italy,Right Center Back,"[""statsbomb_open_data""]"
40284,Alessandro Pistone,Everton,Italy,Right Back,"[""statsbomb_open_data""]"
386516,Alessandro Piu,Empoli,Italy,Right Center Forward,"[""statsbomb_open_data""]"
39817,Alessandro Renica,Napoli,Italy,Left Center Back,"[""statsbomb_open_data""]"
22115,Alessandro Rossi,Lazio,Italy,,"[""statsbomb_open_data""]"
11281,Alessandro Schöpf,Austria,Austria,Left Wing,"[""statsbomb_open_data""]"
398972,Alessandro Speri,Hellas Verona,Italy,,"[""statsbomb_open_data""]"
400232,Alessandro Turrin,Atalanta,Italy,,"[""statsbomb_open_data""]"
47521,Alessia Russo,Manchester United,England,Center Forward,"[""statsbomb_open_data""]"
7702,Alessio Cerci,AC Milan,Italy,Right Center Forward,"[""statsbomb_open_data""]"
7458,Alessio Romagnoli,AC Milan,Italy,Left Center Back,"[""statsbomb_open_data""]"
26416,Alessio Tacchinardi,Villarreal,Italy,Left Defensive Midfield,"[""statsbomb_open_data""]"
170230,Alex Adrián Arce Barrios,Paraguay,Paraguay,Center Forward,"[""statsbomb_open_data""]"
26135,Alex Fernandez Sanchez,Espanyol,Spain,Center Defensive Midfield,"[""statsbomb_open_data""]"
7704,Alex Ferrari,Bologna,Italy,Right Back,"[""statsbomb_open_data""]"
10252,Alex Greenwood,England Women's,England,Left Back,"[""statsbomb_open_data""]"
3647,Alex Iwobi,Arsenal,Nigeria,Left Wing,"[""statsbomb_open_data""]"
23452,Alex Král,Czech Republic,Czech Republic,Right Defensive Midfield,"[""statsbomb_open_data""]"
129288,Alex Marshall,Jamaica,Jamaica,Left Attacking Midfield,"[""statsbomb_open_data""]"
3619,Alex McCarthy,Crystal Palace,England,Goalkeeper,"[""statsbomb_open_data""]"
6957,Alex Meret,Italy,Italy,,"[""statsbomb_open_data""]"
12750,Alex Muyl,Nashville SC,United States of America,Right Midfield,"[""statsbomb_open_data""]"
11183,Alex Nicolao Telles,Brazil,Brazil,Left Back,"[""statsbomb_open_data""]"
3525,Alex Oxlade-Chamberlain,Liverpool,England,Left Wing,"[""statsbomb_open_data""]"
21930,Alex Palmer,West Bromwich Albion,England,,"[""statsbomb_open_data""]"
3656,Alex Pritchard,West Bromwich Albion,England,Right Wing,"[""statsbomb_open_data""]"
40311,Alex Rae,Wolverhampton Wanderers,Scotland,Right Defensive Midfield,"[""statsbomb_open_data""]"
132189,Alex Raúl Rodríguez Ledezma,Panama,Panama,,"[""statsbomb_open_data""]"
40945,Alex Rodrigo Dias da Costa,AC Milan,Brazil,Right Back,"[""statsbomb_open_data""]"
6945,Alex Sandro Lobo Silva,Juventus,Brazil,Left Back,"[""statsbomb_open_data""]"
27119,Alex Sandro Mendonça Dos Santos,Sevilla,Brazil,Right Back,"[""statsbomb_open_data""]"
40992,Alexa Newfield,Utah Royals,United States of America,,"[""statsbomb_open_data""]"
6883,Alexander Alegría Moreno,Real Betis,Spain,Right Center Forward,"[""statsbomb_open_data""]"
9463,Alexander Banor Tettey,Norwich City,Norway,Left Defensive Midfield,"[""statsbomb_open_data""]"
33459,Alexander Baumjohann,Hertha Berlin,Germany,Left Center Forward,"[""statsbomb_open_data""]"
15862,Alexander Brunst-Zöllner,Darmstadt 98,Germany,,"[""statsbomb_open_data""]"
24168,Alexander David González Sibulo,Venezuela,Venezuela (Bolivarian Republic),Right Back,"[""statsbomb_open_data""]"
2989,Alexander Djiku,Strasbourg,Ghana,Left Center Back,"[""statsbomb_open_data""]"
32677,Alexander Domínguez Carabalí,Ecuador,Ecuador,Goalkeeper,"[""statsbomb_open_data""]"
8574,Alexander Esswein,Augsburg,Germany,Right Wing,"[""statsbomb_open_data""]"
27328,Alexander Farnerud,Torino,Sweden,Left Center Midfield,"[""statsbomb_open_data""]"
15847,Alexander Hack,FSV Mainz 05,Germany,Left Center Back,"[""statsbomb_open_data""]"
24547,Alexander Hartmann Bah,Denmark,Denmark,Right Back,"[""statsbomb_open_data""]"
397965,Alexander Horvath,Czechoslovakia,Slovakia,Right Center Back,"[""statsbomb_open_data""]"
8819,Alexander Isak,Real Sociedad,Sweden,Center Forward,"[""statsbomb_open_data""]"
20368,Alexander Kerzhakov,Sevilla,Russia,Right Center Forward,"[""statsbomb_open_data""]"
42462,Alexander Manninger,Augsburg,Austria,Goalkeeper,"[""statsbomb_open_data""]"
15481,Alexander Martín Marquinho Callens Asín,Peru,Peru,Left Center Back,"[""statsbomb_open_data""]"
23268,Alexander Meier,Eintracht Frankfurt,Germany,Center Attacking Midfield,"[""statsbomb_open_data""]"
15161,Alexander Merkel,Udinese,Kazakhstan,Right Center Midfield,"[""statsbomb_open_data""]"
6808,Alexander Mesa Travieso,Eibar,Spain,Center Forward,"[""statsbomb_open_data""]"
28768,Alexander Meyer,Borussia Dortmund,Germany,,"[""statsbomb_open_data""]"
23341,Alexander Milosevic,Hannover 96,Sweden,Right Center Back,"[""statsbomb_open_data""]"
20662,Alexander Nübel,AS Monaco,Germany,Goalkeeper,"[""statsbomb_open_data""]"
39545,Alexander Prass,Austria,Austria,Left Back,"[""statsbomb_open_data""]"
159782,Alexander Romario Jesuraj,Goa,India,Right Wing,"[""statsbomb_open_data""]"
8768,Alexander Schlager,Austria,Austria,,"[""statsbomb_open_data""]"
8933,Alexander Schwolow,Union Berlin,Germany,,"[""statsbomb_open_data""]"
397900,Alexander Stepney,England,,,"[""statsbomb_open_data""]"
38050,Alexander Stolz,Hoffenheim,Germany,,"[""statsbomb_open_data""]"
6875,Alexander Szymanowski,Leganés,Argentina,Right Center Midfield,"[""statsbomb_open_data""]"
3423,Alexander Toft Søderlund,Saint-Étienne,Norway,Center Forward,"[""statsbomb_open_data""]"
42832,Alexandra Brooks,Birmingham City WFC,England,,"[""statsbomb_open_data""]"
45287,Alexandra Chidiac,Australia Women's,Australia,Right Midfield,"[""statsbomb_open_data""]"
32456,Alexandra Jóhannsdóttir,Iceland Women's,Iceland,Left Defensive Midfield,"[""statsbomb_open_data""]"
34360,Alexandra MacIver,Everton LFC,England,Goalkeeper,"[""statsbomb_open_data""]"
5085,Alexandra Morgan Carrasco,United States Women's,United States of America,Center Forward,"[""statsbomb_open_data""]"
401800,Alexandra Pinell González,Costa Rica Women's,Costa Rica,Center Attacking Midfield,"[""statsbomb_open_data""]"
15178,Alexandra Popp,Germany Women's,Germany,Center Forward,"[""statsbomb_open_data""]"
21062,Alexandra Riley,Chelsea FCW,New Zealand,Left Back,"[""statsbomb_open_data""]"
26096,Alexandra Takounda Engolo,Cameroon Women's,Cameroon,Center Forward,"[""statsbomb_open_data""]"
7428,Alexandre Coeff,Granada,France,Left Wing,"[""statsbomb_open_data""]"
27053,Alexandre Dimitri Song-Billong,Barcelona,Cameroon,Right Center Midfield,"[""statsbomb_open_data""]"
26182,Alexandre Geijo Pazos,Levante UD,Spain,Right Center Forward,"[""statsbomb_open_data""]"
3451,Alexandre Lacazette,Lyon,France,Right Center Forward,"[""statsbomb_open_data""]"
3432,Alexandre Letellier,Paris Saint-Germain,France,Goalkeeper,"[""statsbomb_open_data""]"
3403,Alexandre Mendy,OGC Nice,Guinea-Bissau,Left Center Forward,"[""statsbomb_open_data""]"
161116,Alexandre Monteiro de Lima,Jamshedpur,Brazil,Left Center Forward,"[""statsbomb_open_data""]"
8845,Alexandre Olliero,Nantes,France,,"[""statsbomb_open_data""]"
4448,Alexandre Oukidja,Metz,Algeria,,"[""statsbomb_open_data""]"
13592,Alexandre Raineau,Caen,France,Left Back,"[""statsbomb_open_data""]"
25351,Alexandre Rodrigues da Silva,Villarreal,Brazil,Left Center Forward,"[""statsbomb_open_data""]"
20538,Alexandros Tziolis,Racing Santander,Greece,Right Defensive Midfield,"[""statsbomb_open_data""]"
45125,Alexandru Cicâldău,Romania,Romania,Center Defensive Midfield,"[""statsbomb_open_data""]"
8550,Alexandru Iulian Maxim,VfB Stuttgart,Romania,Right Defensive Midfield,"[""statsbomb_open_data""]"
398956,Alexandru Neagu,Romania,Romania,Right Center Forward,"[""statsbomb_open_data""]"
20510,Alexei Gennadyevich Smertin,Portsmouth,Russia,Left Midfield,"[""statsbomb_open_data""]"
95699,Alexi Peuget,Stade de Reims,France,Center Defensive Midfield,"[""statsbomb_open_data""]"
10143,Alexia Putellas Segura,Spain Women's,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
3385,Alexis Alejandro Sánchez Sánchez,Barcelona,Chile,Right Center Forward,"[""statsbomb_open_data""]"
10461,Alexis Alégué Elandi,Nantes,Cameroon,Left Wing,"[""statsbomb_open_data""]"
7358,Alexis Araujo,Lille,Portugal,Left Wing,"[""statsbomb_open_data""]"
33393,Alexis Beka Beka,OGC Nice,France,Right Defensive Midfield,"[""statsbomb_open_data""]"
3036,Alexis Blin,Toulouse,France,Right Attacking Midfield,"[""statsbomb_open_data""]"
7611,Alexis Claude Maurice,OGC Nice,France,,"[""statsbomb_open_data""]"
30682,Alexis Flips,Stade de Reims,France,Right Center Forward,"[""statsbomb_open_data""]"
27886,Alexis Mac Allister,Argentina,Argentina,Left Center Midfield,"[""statsbomb_open_data""]"
